timestamp,Kp,Ki,Kd,yaw_error,steer_correction,acelerador,brake,target_y,vehicle_y,target_x,vehicle_x,eror_x,error_y
02-07-2025 12:11:14.836,0.05,0.001,0.02,-3.1261453608303817,-0.16143288574868508,0.5,0,117.6408920288086,129.40806579589844,0.0,117.00409698486328,0.6367950439453125,0.0140838623046875
02-07-2025 12:11:14.854,0.05,0.001,0.02,-3.126687132358885,-0.16197006949666587,0.5,0,117.6408920288086,129.40728759765625,0.0,116.96220397949219,0.6786880493164062,0.014862060546875
02-07-2025 12:11:14.873,0.05,0.001,0.02,-3.1275995371947154,-0.1625125763662028,0.5,0,117.6408920288086,129.4068603515625,0.0,116.92021942138672,0.720672607421875,0.015289306640625
02-07-2025 12:11:14.891,0.05,0.001,0.02,-3.1286625250514337,-0.16279856975952195,0.5,0,117.6408920288086,129.40673828125,0.0,116.8783187866211,0.7625732421875,0.015411376953125
02-07-2025 12:11:14.910,0.05,0.001,0.02,-3.13001105735416,-0.16326081656082397,0.5,0,117.6408920288086,129.40699768066406,0.0,116.83635711669922,0.804534912109375,0.0151519775390625
02-07-2025 12:11:14.929,0.05,0.001,0.02,-3.1314064541191016,-0.16343901386129756,0.5,0,117.6408920288086,129.40756225585938,0.0,116.79451751708984,0.84637451171875,0.01458740234375
02-07-2025 12:11:14.948,0.05,0.001,0.02,-3.1329648090466113,-0.1637646974829059,0.5,0,117.6408920288086,129.40847778320312,0.0,116.75257873535156,0.8883132934570312,0.013671875
02-07-2025 12:11:14.966,0.05,0.001,0.02,-3.1344622351385283,-0.16381869522204268,0.5,0,117.6408920288086,129.40963745117188,0.0,116.7107162475586,0.93017578125,0.01251220703125
02-07-2025 12:11:14.985,0.05,0.001,0.02,-3.13605083356045,-0.16405979945303717,0.5,0,117.6408920288086,129.4110870361328,0.0,116.6688232421875,0.9720687866210938,0.0110626220703125
02-07-2025 12:11:15.004,0.05,0.001,0.02,-0.013836299248088935,1.0,0.5,0,115.6408920288086,129.41273498535156,0.0,116.62703704833984,-0.98614501953125,0.008514404296875
