01-07-2025 17:37:03.649,0.05,0.001,0.02,0.955844762086544,1.0,0.5,0,92.57273864746094,0.0,0.0,0.0
01-07-2025 17:37:03.784,0.05,0.001,0.02,-3.1415910486328613,-1.0,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:03.905,0.05,0.001,0.02,-3.1415910486328613,-0.15716834138722938,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:03.933,0.05,0.001,0.02,-3.1415910486328613,-0.15722070123803994,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:03.962,0.05,0.001,0.02,-3.1415910486328613,-0.15727306108885047,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:03.994,0.05,0.001,0.02,-3.1415910486328613,-0.15732542093966104,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.022,0.05,0.001,0.02,-3.1415910486328613,-0.15737778079047157,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.061,0.05,0.001,0.02,-3.1415910486328613,-0.15743014064128213,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.091,0.05,0.001,0.02,-3.1415910486328613,-0.15748250049209267,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.120,0.05,0.001,0.02,-3.1415910486328613,-0.15753486034290323,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.148,0.05,0.001,0.02,-3.1415910486328613,-0.15758722019371377,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.179,0.05,0.001,0.02,-3.1415910486328613,-0.1576395800445243,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.210,0.05,0.001,0.02,-3.1415910486328613,-0.15769193989533486,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.239,0.05,0.001,0.02,-3.1415910486328613,-0.1577442997461454,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.272,0.05,0.001,0.02,-3.1415910486328613,-0.15779665959695596,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.301,0.05,0.001,0.02,-3.1415910486328613,-0.1578490194477665,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
01-07-2025 17:37:04.330,0.05,0.001,0.02,-3.1415910486328613,-0.15790137929857706,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125
