timestamp,Kp,Ki,Kd,yaw_error,steer_correction,acelerador,brake,target_y,vehicle_y,target_x,vehicle_x,error_x,error_y,vehicle_height,vehicle_width,vehicle_length
03-07-2025 13:46:37.907,0.05,0.001,0.02,0.955844762086544,1.0,0.5,0,92.57273864746094,0.0,0.0,0.0,92.57273864746094,131.0644073486328,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:37.937,0.05,0.001,0.02,-3.1415910486328613,-1.0,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.192,0.05,0.001,0.02,-3.1415910486328613,-0.15716834138722938,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.213,0.05,0.001,0.02,-3.1415910486328613,-0.15722070123803994,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.232,0.05,0.001,0.02,-3.1415910486328613,-0.15727306108885047,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.251,0.05,0.001,0.02,-3.1415910486328613,-0.15732542093966104,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.270,0.05,0.001,0.02,-3.1415910486328613,-0.15737778079047157,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.289,0.05,0.001,0.02,-3.1415910486328613,-0.15743014064128213,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.309,0.05,0.001,0.02,-3.1415910486328613,-0.15748250049209267,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
03-07-2025 13:46:38.329,0.05,0.001,0.02,-3.1415910486328613,-0.15753486034290323,0.5,0,229.64088439941406,129.47189331054688,0.0,228.99444580078125,0.6464385986328125,0.0002899169921875,2.0377919673919678,2.069315195083618,4.4804368019104
